区域类型,图纸区域名称,区域优先级,字段名称,code,数据类型,字段优先级,别名,字段类型,字段描述,字段值处理方式,是否为主键,枚举值
参数表,技术性能参数表,重要,流体介质,LTJZ,枚举,重要,工作介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,技术性能参数表,重要,流体介质,LTJZ,枚举,重要,适用介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,技术性能参数表,重要,流道直径,LDZJ,区间和数值,不重要,流道直径,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,流量特性,LLTX,枚举,重要,固有流量特性,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""等百分比"", ""en"": ""=%""}, {""cn"": ""线性"", ""en"": ""L""}, {""cn"": ""快开"", ""en"": ""QO""}]"
参数表,技术性能参数表,重要,流量系数L/D,LLXSLD,区间和数值,不重要,流量系数L/D,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,清洁度等级,QJDDJ,枚举,重要,清洁度,阀门属性,定义在持续运行负载中，表面应满足各种清洁要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""A""}, {""cn"": """", ""en"": ""A1""}, {""cn"": """", ""en"": ""A2""}, {""cn"": """", ""en"": ""A21""}, {""cn"": """", ""en"": ""A22""}, {""cn"": """", ""en"": ""A23""}, {""cn"": """", ""en"": ""A231""}, {""cn"": """", ""en"": ""A232""}, {""cn"": """", ""en"": ""B""}, {""cn"": """", ""en"": ""C""}]"
参数表,技术性能参数表,重要,清洁度等级,QJDDJ,枚举,重要,清洁度要求,阀门属性,定义在持续运行负载中，表面应满足各种清洁要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""A""}, {""cn"": """", ""en"": ""A1""}, {""cn"": """", ""en"": ""A2""}, {""cn"": """", ""en"": ""A21""}, {""cn"": """", ""en"": ""A22""}, {""cn"": """", ""en"": ""A23""}, {""cn"": """", ""en"": ""A231""}, {""cn"": """", ""en"": ""A232""}, {""cn"": """", ""en"": ""B""}, {""cn"": """", ""en"": ""C""}]"
参数表,技术性能参数表,重要,清洁度等级,QJDDJ,枚举,重要,阀门清洁度等级,阀门属性,定义在持续运行负载中，表面应满足各种清洁要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""A""}, {""cn"": """", ""en"": ""A1""}, {""cn"": """", ""en"": ""A2""}, {""cn"": """", ""en"": ""A21""}, {""cn"": """", ""en"": ""A22""}, {""cn"": """", ""en"": ""A23""}, {""cn"": """", ""en"": ""A231""}, {""cn"": """", ""en"": ""A232""}, {""cn"": """", ""en"": ""B""}, {""cn"": """", ""en"": ""C""}]"
参数表,技术性能参数表,重要,物项质保等级,WXZBDJ,枚举,重要,设计级别,阀门属性,定义物项的质量保证要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""Q1""}, {""cn"": """", ""en"": ""Q2""}, {""cn"": """", ""en"": ""Q3""}, {""cn"": """", ""en"": ""QNC""}, {""cn"": """", ""en"": ""QR1""}, {""cn"": """", ""en"": ""QR2""}, {""cn"": """", ""en"": ""QR3""}, {""cn"": """", ""en"": ""NQR""}]"
参数表,技术性能参数表,重要,物项质保等级,WXZBDJ,枚举,重要,质保等级,阀门属性,定义物项的质量保证要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""Q1""}, {""cn"": """", ""en"": ""Q2""}, {""cn"": """", ""en"": ""Q3""}, {""cn"": """", ""en"": ""QNC""}, {""cn"": """", ""en"": ""QR1""}, {""cn"": """", ""en"": ""QR2""}, {""cn"": """", ""en"": ""QR3""}, {""cn"": """", ""en"": ""NQR""}]"
参数表,技术性能参数表,重要,物项质保等级,WXZBDJ,枚举,重要,质保级,阀门属性,定义物项的质量保证要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""Q1""}, {""cn"": """", ""en"": ""Q2""}, {""cn"": """", ""en"": ""Q3""}, {""cn"": """", ""en"": ""QNC""}, {""cn"": """", ""en"": ""QR1""}, {""cn"": """", ""en"": ""QR2""}, {""cn"": """", ""en"": ""QR3""}, {""cn"": """", ""en"": ""NQR""}]"
参数表,技术性能参数表,重要,物项质保等级,WXZBDJ,枚举,重要,质保要求,阀门属性,定义物项的质量保证要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""Q1""}, {""cn"": """", ""en"": ""Q2""}, {""cn"": """", ""en"": ""Q3""}, {""cn"": """", ""en"": ""QNC""}, {""cn"": """", ""en"": ""QR1""}, {""cn"": """", ""en"": ""QR2""}, {""cn"": """", ""en"": ""QR3""}, {""cn"": """", ""en"": ""NQR""}]"
参数表,技术性能参数表,重要,物项质保等级,WXZBDJ,枚举,重要,阀门质保等级,阀门属性,定义物项的质量保证要求,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""Q1""}, {""cn"": """", ""en"": ""Q2""}, {""cn"": """", ""en"": ""Q3""}, {""cn"": """", ""en"": ""QNC""}, {""cn"": """", ""en"": ""QR1""}, {""cn"": """", ""en"": ""QR2""}, {""cn"": """", ""en"": ""QR3""}, {""cn"": """", ""en"": ""NQR""}]"
参数表,技术性能参数表,重要,背压力,BYL,区间和数值,不重要,背压力,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,背压增量,BYZL,区间和数值,重要,排放背压,阀门属性,阀门开启后背压,字段值需要标准化,,
参数表,技术性能参数表,重要,背压增量,BYZL,区间和数值,重要,排放背压（MPa.g）,阀门属性,阀门开启后背压,字段值需要标准化,,
参数表,技术性能参数表,重要,背压增量,BYZL,区间和数值,重要,背压增量（MPa.g）,阀门属性,阀门开启后背压,字段值需要标准化,,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,全行程开关时间,阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,全行程时间,阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,开关时间,阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,行程时间,阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,要求的最大行程时间(s),阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,要求的行程时间(s),阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,要求的最大行程时间,YQDZDXCSJ,区间和数值,重要,要求行程时间,阀门属性,阀门全开或全关需要的最长时间,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,规范等级,GFDJ,枚举,重要,RCC-M等级,阀门属性,压水堆核岛机械设备设计和制造规则,字段值需要标准化,非主键,"[{""cn"": ""1级"", ""en"": ""RCC-M1""}, {""cn"": ""2级"", ""en"": ""RCC-M2""}, {""cn"": ""3级"", ""en"": ""RCC-M3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""常规工业要求"", ""en"": ""indus.""}]"
参数表,技术性能参数表,重要,规范等级,GFDJ,枚举,重要,RCC-M规范等级,阀门属性,压水堆核岛机械设备设计和制造规则,字段值需要标准化,非主键,"[{""cn"": ""1级"", ""en"": ""RCC-M1""}, {""cn"": ""2级"", ""en"": ""RCC-M2""}, {""cn"": ""3级"", ""en"": ""RCC-M3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""常规工业要求"", ""en"": ""indus.""}]"
参数表,技术性能参数表,重要,规范等级,GFDJ,枚举,重要,规范标准,阀门属性,压水堆核岛机械设备设计和制造规则,字段值需要标准化,非主键,"[{""cn"": ""1级"", ""en"": ""RCC-M1""}, {""cn"": ""2级"", ""en"": ""RCC-M2""}, {""cn"": ""3级"", ""en"": ""RCC-M3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""常规工业要求"", ""en"": ""indus.""}]"
参数表,技术性能参数表,重要,规范等级,GFDJ,枚举,重要,设备规范要求,阀门属性,压水堆核岛机械设备设计和制造规则,字段值需要标准化,非主键,"[{""cn"": ""1级"", ""en"": ""RCC-M1""}, {""cn"": ""2级"", ""en"": ""RCC-M2""}, {""cn"": ""3级"", ""en"": ""RCC-M3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""常规工业要求"", ""en"": ""indus.""}]"
参数表,技术性能参数表,重要,设计压力,SJYL,区间和数值,重要,设计压力（MPa.g）,阀门属性,定义阀门的设计压力,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计压力,SJYL,区间和数值,重要,阀门设计压力,阀门属性,定义阀门的设计压力,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计温度,SJWD,区间和数值,重要,设计温度（℃）,阀门属性,定义阀门的设计温度,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计温度,SJWD,区间和数值,重要,阀门设计温度,阀门属性,定义阀门的设计温度,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,CV（A-B）计算值,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,Cv,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,流量系数（Cv）,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,要求的Cv,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,设计要求流量系数Cv,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,阀门额定流量系数Cv,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,额定CV值（A-B）计算值,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,额定Cv值,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,额定流量系数,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数,SJYQLLXS,区间和数值,重要,额定流量系数Cv,阀门属性,CV 值（流量系数）如果是“NR”，则表示：按阀门技术规格书通用要求,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,设计要求流量系数（A-C）,SJYQLLXS_AC,区间和数值,重要,CV（A-C）计算值,阀门属性,三通阀特有,字段值需要标准化,非主键,
参数表,技术性能参数表,重要,超压压力,CYYL,区间和数值,不重要,超过压力,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,适用温度,SYWD,区间和数值,不重要,适用温度,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,采购质保等级,CGZBDJ,枚举,重要,采购质保等级,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""C1a""}, {""cn"": """", ""en"": ""C1b""}, {""cn"": """", ""en"": ""C2""}, {""cn"": """", ""en"": ""C3""}]"
参数表,技术性能参数表,重要,阀体最小壁厚,FTZXBH,区间和数值,不重要,最小壁厚,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀体最小壁厚,FTZXBH,区间和数值,不重要,阀体壁厚,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,DN,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,公称尺寸,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,公称通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,口径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,进口,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,进口公称通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
